Date,Crop_Type,Soil_Type,Temperature_C,Humidity_Percent,Rainfall_mm,Soil_Moisture_Percent,Irrigation_Needed_Liters
2028-03-20,Sugarcane,Loamy,42.83,77.48,1.27,32.48,58.58
2028-03-21,Wheat,Silt,22.93,83.7,12.36,26.58,11.23
2028-03-22,Sugarcane,Clay,23.9,55.71,5.51,25.53,44.26
2028-03-23,Cotton,Sandy,30.07,43.71,7.07,15.88,52.26
2028-03-24,Cotton,Silt,38.59,72.67,1.17,23.94,40.86
2028-03-25,Cotton,Loamy,15.72,62.73,6.56,34.87,26.07
2028-03-26,Rice,Clay,18.25,64.86,3.7,42.98,36.36
2028-03-27,Cotton,Silt,28.11,28.67,4.16,39.05,46.76
2028-03-28,Rice,Loamy,34.4,85.14,2.8,21.63,52.86
2028-03-29,Wheat,Sandy,28.91,49.06,0.81,24.16,29.43
2028-03-30,Maize,Silt,20.68,58.35,0.12,35.28,28.49
2028-03-31,Wheat,Loamy,25.4,34.11,8.24,16.08,47.42
2028-04-01,Sugarcane,Sandy,22.58,72.18,5.03,20.45,38.95
2028-04-02,Cotton,Sandy,40.87,44.17,2.08,23.0,42.3
2028-04-03,Sugarcane,Sandy,22.86,88.56,7.98,11.04,57.09
2028-04-04,Maize,Sandy,23.91,49.86,1.03,7.22,44.34
2028-04-05,Wheat,Sandy,17.3,53.11,8.1,20.78,21.56
2028-04-06,Cotton,Sandy,39.7,30.8,2.03,15.36,68.36
2028-04-07,Cotton,Clay,32.36,34.48,7.94,37.63,43.91
2028-04-08,Rice,Silt,41.36,78.5,1.31,20.71,56.83
2028-04-09,Rice,Loamy,18.03,61.12,3.01,30.49,43.25
2028-04-10,Cotton,Clay,19.69,87.03,7.54,39.73,21.14
2028-04-11,Sugarcane,Loamy,19.14,67.14,4.53,20.89,47.08
2028-04-12,Rice,Sandy,19.62,46.38,4.95,15.94,58.39
2028-04-13,Sugarcane,Silt,33.42,80.26,7.0,31.07,49.17
2028-04-14,Wheat,Sandy,20.51,49.73,2.49,15.27,41.86
2028-04-15,Maize,Clay,41.71,58.5,2.67,26.45,44.28
2028-04-16,Sugarcane,Loamy,33.42,55.72,2.84,26.87,58.4
2028-04-17,Wheat,Sandy,32.66,41.78,2.99,21.11,32.97
2028-04-18,Sugarcane,Sandy,44.08,55.18,0.97,18.17,82.85
2028-04-19,Wheat,Loamy,40.85,85.37,11.22,30.53,26.31
2028-04-20,Rice,Loamy,30.64,80.34,3.38,17.55,62.03
2028-04-21,Rice,Clay,31.5,43.17,0.93,34.33,52.6
2028-04-22,Cotton,Clay,29.56,43.48,0.43,36.01,33.63
2028-04-23,Maize,Clay,44.32,27.79,1.19,34.46,55.81
2028-04-24,Sugarcane,Clay,37.87,22.74,13.74,26.9,66.04
2028-04-25,Wheat,Silt,41.4,55.75,0.43,32.33,37.05
2028-04-26,Wheat,Loamy,38.36,74.33,3.83,30.95,35.57
2028-04-27,Maize,Loamy,23.98,89.32,5.01,19.84,32.62
2028-04-28,Maize,Silt,28.39,24.8,0.92,35.83,43.89
2028-04-29,Rice,Sandy,40.13,87.25,0.21,6.56,72.31
2028-04-30,Wheat,Loamy,43.35,65.25,1.22,29.57,40.87
2028-05-01,Maize,Loamy,21.42,61.85,7.57,21.78,22.28
2028-05-02,Wheat,Loamy,27.13,63.73,11.0,19.2,37.89
2028-05-03,Wheat,Loamy,32.98,26.7,2.41,33.88,45.54
2028-05-04,Cotton,Sandy,42.31,39.18,3.52,24.17,53.03
2028-05-05,Sugarcane,Sandy,33.43,67.58,2.16,11.28,76.11
2028-05-06,Sugarcane,Loamy,26.98,52.23,11.87,32.88,47.8
2028-05-07,Sugarcane,Sandy,15.25,64.9,0.35,10.45,65.47
2028-05-08,Rice,Sandy,20.84,62.91,21.21,22.65,27.74
2028-05-09,Cotton,Silt,39.93,48.62,5.9,24.0,42.84
2028-05-10,Sugarcane,Loamy,25.24,66.33,3.15,31.24,52.94
2028-05-11,Maize,Clay,16.93,33.58,5.34,42.1,21.52
2028-05-12,Rice,Sandy,31.11,34.81,8.33,20.47,57.87
2028-05-13,Rice,Sandy,27.95,37.64,1.98,6.56,74.98
2028-05-14,Rice,Silt,39.35,49.44,7.24,39.09,57.1
2028-05-15,Cotton,Clay,32.04,31.57,13.7,42.37,32.19
2028-05-16,Wheat,Clay,42.03,41.91,4.27,35.02,39.94
2028-05-17,Wheat,Silt,37.67,51.59,15.91,25.22,31.1
2028-05-18,Cotton,Clay,34.9,80.99,8.79,32.2,30.6
2028-05-19,Wheat,Clay,31.07,36.13,6.81,35.56,39.47
2028-05-20,Rice,Sandy,44.96,25.02,0.22,9.35,87.83
2028-05-21,Sugarcane,Silt,34.65,81.61,1.2,39.44,52.86
2028-05-22,Cotton,Silt,18.37,60.12,7.59,27.33,27.87
2028-05-23,Sugarcane,Clay,19.51,52.62,5.68,41.64,34.75
2028-05-24,Wheat,Loamy,23.02,65.21,21.33,15.98,22.32
2028-05-25,Rice,Clay,22.56,86.84,3.3,31.63,38.09
2028-05-26,Sugarcane,Sandy,18.88,55.77,0.83,17.33,62.93
2028-05-27,Maize,Clay,39.79,22.98,2.72,34.22,54.75
2028-05-28,Maize,Clay,38.74,59.18,2.22,26.72,44.38
2028-05-29,Cotton,Clay,20.17,73.36,23.08,40.56,0.0
2028-05-30,Rice,Sandy,25.46,42.87,7.07,14.08,58.27
2028-05-31,Sugarcane,Clay,40.78,67.44,3.95,33.02,64.58
2028-06-01,Rice,Loamy,40.59,35.38,0.33,29.78,68.27
2028-06-02,Rice,Loamy,40.2,60.72,1.95,25.32,61.2
2028-06-03,Rice,Sandy,33.63,84.16,1.78,17.53,66.93
2028-06-04,Maize,Loamy,39.2,21.16,1.03,28.1,52.25
2028-06-05,Cotton,Clay,22.52,25.61,2.58,32.48,38.62
2028-06-06,Cotton,Clay,25.81,89.22,7.64,26.43,27.23
2028-06-07,Maize,Clay,16.64,78.95,5.22,33.08,15.1
2028-06-08,Rice,Silt,15.38,20.08,4.79,23.78,53.15
2028-06-09,Wheat,Clay,16.61,41.94,0.81,36.6,25.97
2028-06-10,Sugarcane,Loamy,16.48,82.25,5.48,27.33,40.76
2028-06-11,Rice,Clay,38.98,41.45,3.17,25.39,61.4
2028-06-12,Maize,Clay,30.76,28.03,23.97,31.05,28.81
2028-06-13,Sugarcane,Clay,38.55,40.57,7.05,32.65,59.47
2028-06-14,Wheat,Loamy,38.53,66.68,11.51,20.7,32.4
2028-06-15,Wheat,Loamy,39.34,27.68,0.65,26.89,49.07
2028-06-16,Sugarcane,Clay,31.25,47.15,0.53,41.04,52.49
2028-06-17,Maize,Silt,39.67,35.15,1.53,24.17,54.59
2028-06-18,Sugarcane,Loamy,22.01,54.28,2.48,16.79,65.75
2028-06-19,Rice,Clay,23.26,53.16,7.46,41.03,30.9
2028-06-20,Cotton,Silt,32.27,46.95,0.68,27.71,40.18
2028-06-21,Wheat,Clay,43.07,74.41,0.82,28.48,32.6
2028-06-22,Wheat,Silt,42.28,65.45,0.43,22.71,37.93
